Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details
of little/no consequence;;;C1;phrase;;Details
in the event of sth;;;C1;phrase;;Details
omit to do sth;;;C1;phrase;;Details
I trust (that);;;C1;phrase;;Details
dozens;;;C1;phrase;;Details
be a joke;;;C1;phrase;;Details
be a pain in the neck;;IDIOM;C1;phrase;;Details
be in luck;;;C1;phrase;;Details
give sth a miss;;;C1;phrase;;Details
Master's (degree);;;C1;phrase;education;Details
the opposition;;;C1;phrase;politics;Details
"catch your breath; get your breath back";;;C1;phrase;body and health;Details
a call for sth;;;C1;phrase;communication;Details
take issue (with sb/sth);;;C1;phrase;communication;Details
talk business/politics, etc.;;;C1;phrase;communication;Details
give sb your word;;;C1;phrase;communication;Details
make yourself understood;;;C1;phrase;communication;Details
raise your voice;;;C1;phrase;communication;Details
to say the least;;;C1;phrase;communication;Details
needless to say;;;C1;phrase;communication;Details
safe to say;;;C1;phrase;communication;Details
take it from me;;;C1;phrase;communication;Details
share your problems/thoughts/ideas, etc.;;;C1;phrase;communication;Details
out of season;;;C1;phrase;food and drink;Details
funds;;;C1;phrase;money;Details
make ends meet;;IDIOM;C1;phrase;money;Details
lay sth down/in/on, etc.;;;C1;phrase;people: actions;Details
put something into practice;;;C1;phrase;people: actions;Details
squeeze through/past, etc.;;;C1;phrase;people: actions;Details
throw sth in/on, etc.;;;C1;phrase;people: actions;Details
bubble (over) with confidence/enthusiasm, etc.;;;C1;phrase;people: personality;Details
on the road;;;C1;phrase;travel;Details
give way;;;C1;phrase;travel;Details
a skeleton crew/staff/service;;;C1;phrase;work;Details
the cleaner's;;;C1;phrase;;Details
on location;;;C1;phrase;;Details
hold a conversation;;;C1;phrase;;Details
make an exception;;;C1;phrase;;Details
be authorized to do sth;;;C1;phrase;;Details
realize an ambition/dream/goal, etc.;;;C1;phrase;;Details
the leadership;;;C1;phrase;;Details
at an angle;;;C1;phrase;;Details
on the basis of sth;;;C1;phrase;;Details
a bit of a change/fool/problem, etc.;;;C1;phrase;;Details
bit by bit;;;C1;phrase;;Details
have an ear for sth;;;C1;phrase;;Details
in any event;;;C1;phrase;;Details
from start to finish;;;C1;phrase;;Details
the foot of sth;;;C1;phrase;;Details
set foot in/on sth;;;C1;phrase;;Details
in the form of sth;;;C1;phrase;;Details
gardens;;;C1;phrase;;Details
at a glance;;;C1;phrase;;Details
at hand;;;C1;phrase;;Details
be in sb's hands;;;C1;phrase;;Details
a host of sth;;;C1;phrase;;Details
all hours;;;C1;phrase;;Details
crack a joke;;;C1;phrase;;Details
on loan;;;C1;phrase;;Details
the labour market;;;C1;phrase;;Details
miles;;;C1;phrase;;Details
put/set sb's mind at ease/at rest;;;C1;phrase;;Details
put your mind to sth;;;C1;phrase;;Details
be in two minds;;;C1;phrase;;Details
come to mind;;;C1;phrase;;Details
mouth of a river;;;C1;phrase;;Details
the object of sth;;;C1;phrase;;Details
have no option (but to do sth);;;C1;phrase;;Details
first-/second-/third-rate;;;C1;phrase;;Details
in the region of sth;;;C1;phrase;;Details
the root of sth;;;C1;phrase;;Details
on show;;;C1;phrase;;Details
on site;;;C1;phrase;;Details
two-star/three-star, etc.;;;C1;phrase;;Details
step by step;;;C1;phrase;;Details
put a stop to sth;;;C1;phrase;;Details
in store;;;C1;phrase;;Details
out of tune;;;C1;phrase;;Details
in tune;;;C1;phrase;;Details
beat about/around the bush;;IDIOM;C1;phrase;;Details
around/round the clock;;IDIOM;C1;phrase;;Details
be a far cry from sth;;IDIOM;C1;phrase;;Details
keep an eye out for sb/sth;;IDIOM;C1;phrase;;Details
turn a blind eye (to sth);;IDIOM;C1;phrase;;Details
be in the public eye;;IDIOM;C1;phrase;;Details
go hand in hand;;IDIOM;C1;phrase;;Details
lose your head;;IDIOM;C1;phrase;;Details
a fine/thin line;;IDIOM;C1;phrase;;Details
keep a low profile;;IDIOM;C1;phrase;;Details
from scratch;;IDIOM;C1;phrase;;Details
to cut a long story short;;IDIOM;C1;phrase;;Details
a rule of thumb;;IDIOM;C1;phrase;;Details
for good;;;C1;phrase;;Details
there's no harm in doing sth;;;C1;phrase;;Details
take the liberty of doing sth;;;C1;phrase;;Details
be bad/good news for sb;;;C1;phrase;;Details
in reverse;;;C1;phrase;;Details
the opposite sex;;;C1;phrase;;Details
sb's travels;;;C1;phrase;;Details
new blood;;IDIOM;C1;phrase;;Details
face the music;;IDIOM;C1;phrase;;Details
no doubt;;;C1;phrase;;Details
at the expense of sth;;;C1;phrase;;Details
in the hope of/that;;;C1;phrase;;Details
on the increase;;;C1;phrase;;Details
a sleepless night;;;C1;phrase;;Details
a passion for sth;;;C1;phrase;;Details
out of the blue;;IDIOM;C1;phrase;;Details
on the grounds of/that;;;C1;phrase;;Details
"by no means; not by any means";;;C1;phrase;;Details
by means of;;;C1;phrase;;Details
get a grip (on yourself);;IDIOM;C1;phrase;;Details
it would appear (that);;;C1;phrase;;Details
come easily/easy/naturally;;;C1;phrase;;Details
come first;;;C1;phrase;;Details
when it comes to sth/doing sth;;;C1;phrase;;Details
(be) concentrated around/in/on, etc.;;;C1;phrase;;Details
fall flat;;;C1;phrase;;Details
happen to do sth;;;C1;phrase;;Details
as it happens;;;C1;phrase;;Details
know what you are talking about;;;C1;phrase;;Details
be to blame;;;C1;phrase;;Details
bring sth to an end;;;C1;phrase;;Details
to cap it all;;;C1;phrase;;Details
capture sb's attention/ imagination/ interest;;;C1;phrase;;Details
divert sb's attention/thoughts, etc.;;;C1;phrase;;Details
exceed sb's expectations;;;C1;phrase;;Details
exceed the speed limit;;;C1;phrase;;Details
have sth against sb/sth;;;C1;phrase;;Details
hold an opinion/belief/view;;;C1;phrase;;Details
hold sb's attention/interest;;;C1;phrase;;Details
be intended for;;;C1;phrase;;Details
be lacking in sth;;;C1;phrase;;Details
make time;;;C1;phrase;;Details
make it;;;C1;phrase;;Details
make yourself at home;;;C1;phrase;;Details
make a note of sth;;;C1;phrase;;Details
make a point of doing sth;;;C1;phrase;;Details
be meant for sb/sth;;;C1;phrase;;Details
place an advertisement/order, etc.;;;C1;phrase;;Details
present a danger/difficulty/problem, etc.;;;C1;phrase;;Details
put sb in a difficult position;;;C1;phrase;;Details
satisfy conditions/needs/requirements, etc.;;;C1;phrase;;Details
say sth to yourself;;;C1;phrase;;Details
be suited to/for sth;;;C1;phrase;;Details
take effect;;;C1;phrase;;Details
take your time;;;C1;phrase;;Details
take care of sth/doing sth;;;C1;phrase;;Details
take the initiative;;;C1;phrase;;Details
take note (of sth);;;C1;phrase;;Details
take sth personally;;;C1;phrase;;Details
keep sb posted;;IDIOM;C1;phrase;;Details
easier said than done;;IDIOM;C1;phrase;;Details
take sth on board;;IDIOM;C1;phrase;;Details
rip sth out/off/from, etc.;;;C1;phrase;;Details
tear sth out of/off/down, etc.;;;C1;phrase;;Details
I/he, etc. couldn't care less;;;C1;phrase;communication;Details
how/what/why, etc. on earth?;;;C1;phrase;communication;Details
put/keep sb in the picture;;IDIOM;C1;phrase;communication;Details
mess about/around;;PLAY;C1;phrasal verb;people: actions;Details
you might like/want to...;;;C1;phrase;people: personality;Details
in accordance with sth;;;C1;phrase;;Details
not exactly easy/new/rich, etc.;;;C1;phrase;;Details
as yet;;;C1;phrase;;Details
feel compelled to do sth;;;C1;phrase;;Details
endeavour to do sth;;;C1;phrase;;Details
be glad of sth;;;C1;phrase;;Details
in respect of sth;;;C1;phrase;;Details
other than;;;C1;phrase;;Details
sincere apologies/thanks, etc.;;;C1;phrase;;Details
check sth out or check out sth;;INFORMATION;C1;phrasal verb;;Details
like crazy;;;C1;phrase;;Details
far from it;;;C1;phrase;;Details
grab sb's attention;;;C1;phrase;;Details
be lost without sb/sth;;;C1;phrase;;Details
the same old arguments/face/story, etc.;;;C1;phrase;;Details
or other;;;C1;phrase;;Details
about/high time;;;C1;phrase;;Details
the dawn of sth;;;C1;phrase;;Details
Absolutely!;;;C1;phrase;communication;Details
certainly not;;;C1;phrase;communication;Details
definitely not;;;C1;phrase;communication;Details
comparatively cheap/easy/little, etc.;;;C1;phrase;describing things;Details
on air;;;C1;phrase;arts and media;Details
come round;;BECOME CONSCIOUS;C1;phrasal verb;body and health;Details
a history of sth;;;C1;phrase;body and health;Details
be getting at sth;;;C1;phrasal verb;communication;Details
get back to sb;;;C1;phrasal verb;communication;Details
move on;;NEW SUBJECT;C1;phrasal verb;communication;Details
put sth forward or put forward sth;;;C1;phrasal verb;communication;Details
read up on sth;;;C1;phrasal verb;communication;Details
run down sb/sth or run sb/sth down;;;C1;phrasal verb;communication;Details
all things considered;;;C1;phrase;communication;Details
before you know it;;;C1;phrase;communication;Details
broken English/Spanish, etc.;;;C1;phrase;communication;Details
compare notes;;;C1;phrase;communication;Details
How dare she/you, etc.;;;C1;phrase;communication;Details
for a start;;;C1;phrase;communication;Details
on hold;;;C1;phrase;communication;Details
in a sense;;;C1;phrase;communication;Details
in short;;;C1;phrase;communication;Details
strong language;;;C1;phrase;communication;Details
certainly/definitely/hopefully not;;;C1;phrase;communication;Details
all/just the same;;;C1;phrase;communication;Details
I'll/we'll see;;;C1;phrase;communication;Details
speak for/on behalf of sb;;;C1;phrase;communication;Details
know sth inside out;;IDIOM;C1;phrase;communication;Details
off the record;;IDIOM;C1;phrase;communication;Details
put/set the record straight;;IDIOM;C1;phrase;communication;Details
at the very least;;;C1;phrase;describing things;Details
a good deal;;;C1;phrase;describing things;Details
the English/law/science, etc. faculty;;;C1;phrase;education;Details
high in sth;;;C1;phrase;food and drink;Details
break even;;;C1;phrase;money;Details
clean (sth/sb) up;;MAKE CLEAN;C1;phrasal verb;people: actions;Details
clear sth away or clear away sth;;;C1;phrasal verb;people: actions;Details
close off sth or close sth off;;;C1;phrasal verb;people: actions;Details
cover sth up or cover up sth;;;C1;phrasal verb;people: actions;Details
cut out sth or cut sth out;;SHAPE;C1;phrasal verb;people: actions;Details
devote yourself to sth;;;C1;phrasal verb;people: actions;Details
finish off (sth) or finish (sth) off;;;C1;phrasal verb;people: actions;Details
get (sb/sth) out;;;C1;phrasal verb;people: actions;Details
hold sb/sth back;;PREVENT MOVEMENT;C1;phrasal verb;people: actions;Details
keep sb/sth from doing sth;;;C1;phrasal verb;people: actions;Details
kick sb out;;;C1;phrasal verb;people: actions;Details
tear up sth or tear sth up;;;C1;phrasal verb;people: actions;Details
brush sth away/off, etc.;;;C1;phrase;people: actions;Details
divide sth (up) among/between sb;;;C1;phrase;people: actions;Details
race along/down/over, etc.;;;C1;phrase;people: actions;Details
stroll along/down/through, etc.;;;C1;phrase;people: actions;Details
toss (a coin);;;C1;phrase;people: actions;Details
come across;;SEEM;C1;phrasal verb;people: personality;Details
settle in;;;C1;phrasal verb;people: personality;Details
take to sb/sth;;;C1;phrasal verb;people: personality;Details
be good company;;;C1;phrase;people: personality;Details
sb's strong point;;;C1;phrase;people: personality;Details
relate to sb;;;C1;phrasal verb;relationships;Details
go into sth;;START;C1;phrasal verb;work;Details
lay sb off or lay off sb;;;C1;phrasal verb;work;Details
be on a committee/panel, etc.;;;C1;phrase;work;Details
incapable of sth/doing sth;;;C1;phrase;;Details
the unemployed;;;C1;phrase;;Details
the unknown;;;C1;phrase;;Details
conventional wisdom;;;C1;phrase;;Details
return to normal;;;C1;phrase;;Details
personal hygiene;;;C1;phrase;;Details
accustomed to sth/doing sth;;;C1;phrase;;Details
be concerned with sth;;;C1;phrase;;Details
be inclined to think/believe/agree, etc.;;;C1;phrase;;Details
be satisfied that;;;C1;phrase;;Details
tell the difference;;;C1;phrase;;Details
dependent on/upon sth;;;C1;phrase;;Details
a further 10/100, etc.;;;C1;phrase;;Details
the best/cheapest/worst, etc. possible;;;C1;phrase;;Details
a burning issue/question;;;C1;phrase;;Details
burning ambition/desire, etc.;;;C1;phrase;;Details
bad/ill feeling;;;C1;phrase;;Details
running water;;;C1;phrase;;Details
legal action;;;C1;phrase;;Details
out of action;;;C1;phrase;;Details
course of action;;;C1;phrase;;Details
in association with;;;C1;phrase;;Details
have no hesitation in doing sth;;;C1;phrase;;Details
limitations;;;C1;phrase;;Details
be in a position to do sth;;;C1;phrase;;Details
be in position;;;C1;phrase;;Details
a reflection of sth;;;C1;phrase;;Details
be a rarity;;;C1;phrase;;Details
prospective buyers/employers/parents, etc.;;;C1;phrase;;Details
the homeless;;;C1;phrase;;Details
regardless of;;;C1;phrase;;Details
not nearly (as/so);;;C1;phrase;;Details
room for improvement;;;C1;phrase;;Details
bounce back;;SUCCESSFUL AGAIN;C1;phrasal verb;;Details
brush up (on) sth;;;C1;phrasal verb;;Details
build (sth) up or build up (sth);;;C1;phrasal verb;;Details
bump into sb;;;C1;phrasal verb;;Details
call on sb to do sth;;;C1;phrasal verb;;Details
catch on;;BECOME POPULAR;C1;phrasal verb;;Details
cater for sb/sth;;;C1;phrasal verb;;Details
cater to sb/sth;;;C1;phrasal verb;;Details
check (up) on sth;;;C1;phrasal verb;;Details
come off;;;C1;phrasal verb;;Details
come on;;START;C1;phrasal verb;;Details
come over;;MOVE TOWARDS;C1;phrasal verb;;Details
come over sb;;;C1;phrasal verb;;Details
come under sth;;LIST;C1;phrasal verb;;Details
come up against sth;;;C1;phrasal verb;;Details
derive (sth) from sth;;;C1;phrasal verb;;Details
dispose of sth;;;C1;phrasal verb;;Details
do away with sth;;;C1;phrasal verb;;Details
draw on sth;;;C1;phrasal verb;;Details
draw sth up or draw up sth;;;C1;phrasal verb;;Details
dwell on/upon sth;;;C1;phrasal verb;;Details
fit in;;;C1;phrasal verb;;Details
fix sth up;;;C1;phrasal verb;;Details
get (sb) through sth;;;C1;phrasal verb;;Details
get through to sb;;;C1;phrasal verb;;Details
hold back sth or hold sth back;;NOT TELL;C1;phrasal verb;;Details
insist on sth;;;C1;phrasal verb;;Details
kick in;;;C1;phrasal verb;;Details
kick off;;;C1;phrasal verb;;Details
lay sth out or lay out sth;;;C1;phrasal verb;;Details
lie ahead;;;C1;phrasal verb;;Details
line sb/sth up;;;C1;phrasal verb;;Details
look on/upon sb/sth as sth;;;C1;phrasal verb;;Details
look up;;;C1;phrasal verb;;Details
relate to sb/sth;;;C1;phrasal verb;;Details
run on sth;;;C1;phrasal verb;;Details
rush into sth;;;C1;phrasal verb;;Details
scare sb/sth away/off or scare away/off sb/sth;;;C1;phrasal verb;;Details
scare sb away/off or scare away/off sb;;;C1;phrasal verb;;Details
set back sb/sth or set sb/sth back;;;C1;phrasal verb;;Details
shake up sth or shake sth up;;;C1;phrasal verb;;Details
stand up to sb/sth;;;C1;phrasal verb;;Details
start out;;;C1;phrasal verb;;Details
stay away from sth;;;C1;phrasal verb;;Details
stay on;;;C1;phrasal verb;;Details
stem from sth;;;C1;phrasal verb;;Details
store up sth;;REMEMBER;C1;phrasal verb;;Details
take on sth or take sth on;;;C1;phrasal verb;;Details
throw yourself into sth;;;C1;phrasal verb;;Details
by all accounts;;;C1;phrase;;Details
long ago;;;C1;phrase;;Details
ahead of time/schedule;;;C1;phrase;;Details
in aid of sb/sth;;;C1;phrase;;Details
with the aid of sth;;;C1;phrase;;Details
all at once;;;C1;phrase;;Details
be all very well;;;C1;phrase;;Details
be all set;;;C1;phrase;;Details
let alone;;;C1;phrase;;Details
alternate days/weeks/years, etc.;;;C1;phrase;;Details
anywhere near sth;;;C1;phrase;;Details
as many as;;;C1;phrase;;Details
at short notice;;;C1;phrase;;Details
at random;;;C1;phrase;;Details
at times;;;C1;phrase;;Details
back road/street;;;C1;phrase;;Details
strike a balance;;;C1;phrase;;Details
bear left/right;;;C1;phrase;;Details
behind the times;;;C1;phrase;;Details
the next best thing;;;C1;phrase;;Details
(have) the best of both worlds;;;C1;phrase;;Details
the blind;;;C1;phrase;;Details
in bulk;;;C1;phrase;;Details
the bulk of sth;;;C1;phrase;;Details
by and large;;;C1;phrase;;Details
by law;;;C1;phrase;;Details
by way of sth;;;C1;phrase;;Details
call an election/meeting, etc.;;;C1;phrase;;Details
know/say for certain;;;C1;phrase;;Details
class sb/sth as sth;;;C1;phrase;;Details
crystal clear;;;C1;phrase;;Details
be/come close to doing sth;;;C1;phrase;;Details
be close to sth;;;C1;phrase;;Details
in common with sb/sth;;;C1;phrase;;Details
to the contrary;;;C1;phrase;;Details
contrary to sth;;;C1;phrase;;Details
during/in/over the course of sth;;;C1;phrase;;Details
a matter of course;;;C1;phrase;;Details
the cream of sth;;;C1;phrase;;Details
dare sb to do sth;;;C1;phrase;;Details
days;;;C1;phrase;;Details
the old days;;;C1;phrase;;Details
be dead (set) against sth/doing sth;;;C1;phrase;;Details
deadly dull/serious, etc.;;;C1;phrase;;Details
dedicate your life/yourself to sth;;;C1;phrase;;Details
in demand;;;C1;phrase;;Details
direct sth against/at/towards, etc. sb/sth;;;C1;phrase;;Details
will do;;;C1;phrase;;Details
do your utmost;;;C1;phrase;;Details
"drive sb to sth; drive sb to do sth";;;C1;phrase;;Details
be due for sth;;;C1;phrase;;Details
have little/no effect;;;C1;phrase;;Details
the elderly;;;C1;phrase;;Details
have had enough;;;C1;phrase;;Details
establish communication/relations, etc.;;;C1;phrase;;Details
establish sb/sth as sth;;;C1;phrase;;Details
even so;;;C1;phrase;;Details
better/faster/happier, etc. than ever;;;C1;phrase;;Details
every now and then;;;C1;phrase;;Details
do everything in your power to do sth;;;C1;phrase;;Details
far from sth;;;C1;phrase;;Details
how far;;;C1;phrase;;Details
in sb's favour;;;C1;phrase;;Details
first and foremost;;;C1;phrase;;Details
the focus of sth;;;C1;phrase;;Details
for life;;;C1;phrase;;Details
for long;;;C1;phrase;;Details
for the most part;;;C1;phrase;;Details
for the time being;;;C1;phrase;;Details
foul language;;;C1;phrase;;Details
free from/of sth;;;C1;phrase;;Details
from then/that day, etc. on;;;C1;phrase;;Details
fulfil a duty/promise/responsibility, etc.;;;C1;phrase;;Details
fulfil an ambition/dream/goal, etc.;;;C1;phrase;;Details
fulfil a function/need/role, etc.;;;C1;phrase;;Details
fulfil criteria/requirements/qualifications, etc.;;;C1;phrase;;Details
gather speed/strength/support, etc.;;;C1;phrase;;Details
get rid of sb;;;C1;phrase;;Details
get sth straight;;;C1;phrase;;Details
keep sb going;;;C1;phrase;;Details
go from strength to strength;;;C1;phrase;;Details
grab the opportunity/chance;;;C1;phrase;;Details
in your heart;;;C1;phrase;;Details
the home of sth/sb;;;C1;phrase;;Details
broaden/expand/widen your horizons;;;C1;phrase;;Details
on the horizon;;;C1;phrase;;Details
a hot issue/topic;;;C1;phrase;;Details
be in sb's interest(s);;;C1;phrase;;Details
in the light of sth;;;C1;phrase;;Details
in moderation;;;C1;phrase;;Details
in no time;;;C1;phrase;;Details
in vain;;;C1;phrase;;Details
in no way/not in any way;;;C1;phrase;;Details
I/you/we, etc. will just have to do sth;;;C1;phrase;;Details
keep track;;;C1;phrase;;Details
keep your word;;;C1;phrase;;Details
keep pace with sb/sth;;;C1;phrase;;Details
be key to sth;;;C1;phrase;;Details
be known to do sth;;;C1;phrase;;Details
land in/on, etc.;;;C1;phrase;;Details
leave sb doing sth;;;C1;phrase;;Details
it's only a matter of time;;;C1;phrase;;Details
may as well do sth;;;C1;phrase;;Details
might as well do sth;;;C1;phrase;;Details
not much of a sth;;;C1;phrase;;Details
(all) to myself;;;C1;phrase;;Details
nowhere near;;;C1;phrase;;Details
no ... whatsoever;;;C1;phrase;;Details
the norm;;;C1;phrase;;Details
not a/one;;;C1;phrase;;Details
stop at nothing;;;C1;phrase;;Details
nothing of the sort/kind;;;C1;phrase;;Details
open to discussion/suggestions, etc.;;;C1;phrase;;Details
have a high/low opinion of sb/sth;;;C1;phrase;;Details
be opposed to sth;;;C1;phrase;;Details
or two;;;C1;phrase;;Details
other than that;;;C1;phrase;;Details
the people;;;C1;phrase;;Details
the poor;;;C1;phrase;;Details
be populated;;;C1;phrase;;Details
pose a danger/problem/threat, etc.;;;C1;phrase;;Details
good/bad press;;;C1;phrase;;Details
prior to sth;;;C1;phrase;;Details
be a question of;;;C1;phrase;;Details
the rear;;;C1;phrase;;Details
the rich;;;C1;phrase;;Details
have a/no right to do sth;;;C1;phrase;;Details
be/lie in ruins;;;C1;phrase;;Details
"a safe place; somewhere safe";;;C1;phrase;;Details
in the same way;;;C1;phrase;;Details
save sb (from) doing sth;;;C1;phrase;;Details
you see;;;C1;phrase;;Details
wait and see;;;C1;phrase;;Details
a shade;;;C1;phrase;;Details
shed tears;;;C1;phrase;;Details
to do so;;;C1;phrase;;Details
so as not to do sth;;;C1;phrase;;Details
solid gold/silver/wood, etc.;;;C1;phrase;;Details
be/have something to do with sth/sb;;;C1;phrase;;Details
no sooner ... than;;;C1;phrase;;Details
to spare;;;C1;phrase;;Details
up to speed;;;C1;phrase;;Details
stand at sth;;;C1;phrase;;Details
not think straight;;;C1;phrase;;Details
subject to sth;;;C1;phrase;;Details
suppose/supposing (that);;;C1;phrase;;Details
a sure thing;;;C1;phrase;;Details
be sure to do sth;;;C1;phrase;;Details
that's that;;;C1;phrase;;Details
that is (to say);;;C1;phrase;;Details
think of sb/sth as sth;;;C1;phrase;;Details
think twice;;;C1;phrase;;Details
not think twice;;;C1;phrase;;Details
turn 16/21, etc.;;;C1;phrase;;Details
be unique to sb/sth;;;C1;phrase;;Details
at face value;;IDIOM;C1;phrase;;Details
look on the bright side;;IDIOM;C1;phrase;;Details
with flying colours;;IDIOM;C1;phrase;;Details
keep your cool;;IDIOM;C1;phrase;;Details
down to earth;;IDIOM;C1;phrase;;Details
(take) the easy way out;;IDIOM;C1;phrase;;Details
gain/lose ground;;IDIOM;C1;phrase;;Details
in a nutshell;;IDIOM;C1;phrase;;Details
on track;;IDIOM;C1;phrase;;Details
in safe hands;;IDIOM;C1;phrase;;Details
the final/last straw;;IDIOM;C1;phrase;;Details
the military;;;C1;phrase;;Details
urge sb to do sth;;;C1;phrase;;Details
with a view to doing sth;;;C1;phrase;;Details
the vote;;;C1;phrase;politics;Details
wrongly accused/convicted/imprisoned, etc.;;;C1;phrase;;Details
write sth up or write up sth;;;C1;phrasal verb;;Details
get/have your (own) way;;;C1;phrase;;Details
may/might as well do sth;;;C1;phrase;;Details
"can work sth; know how to work sth";;;C1;phrase;;Details
albeit;;;C2;;;Details
insofar as;;;C2;;;Details
narrative;;;C2;noun;arts and media;Details
expenditure;;;C2;noun;money;Details
lad;;;C2;noun;people: appearance;Details
inhabit;;;C2;verb;;Details
infant;;;C2;noun;;Details
elapse;;;C2;verb;;Details
excel;;BE GOOD;C2;verb;;Details
deem;;;C2;verb;;Details
disclose;;;C2;verb;;Details
endorse;;;C2;verb;;Details
eradicate;;;C2;verb;;Details
erode;;DESTROY;C2;verb;;Details
exemplify;;;C2;verb;;Details
infer;;;C2;verb;;Details
commence;;;C2;verb;;Details
crush;;LOVE;C2;noun;;Details
intolerance;;;C2;noun;people: personality;Details
impatience;;;C2;noun;people: personality;Details
intruder;;CRIME;C2;noun;crime;Details
disgust;;;C2;noun;people: personality;Details
insomnia;;;C2;noun;body and health;Details
introvert;;;C2;noun;people: personality;Details
intervene;;;C2;verb;people: actions;Details
misinterpret;;;C2;verb;communication;Details
ignorance;;;C2;noun;people: personality;Details
coherence;;CLEAR;C2;noun;communication;Details
observer;;;C2;noun;people: actions;Details
complexion;;;C2;noun;body and health;Details
legislation;;;C2;noun;crime;Details
conviction;;CRIME;C2;noun;crime;Details
devastation;;;C2;noun;describing things;Details
concession;;LOW PRICE;C2;noun;money;Details
disposition;;;C2;noun;people: personality;Details
irritation;;;C2;noun;people: personality;Details
capitalism;;;C2;noun;politics;Details
materialist;;;C2;noun;people: personality;Details
longevity;;;C2;noun;body and health;Details
mortality;;;C2;noun;body and health;Details
clarity;;;C2;noun;communication;Details
hostility;;;C2;noun;people: personality;Details
humility;;;C2;noun;people: personality;Details
integrity;;;C2;noun;people: personality;Details
imprisonment;;;C2;noun;crime;Details
fulfilment;;PLEASURE;C2;noun;people: personality;Details
cheerfulness;;;C2;noun;people: personality;Details
coldness;;CHARACTER;C2;noun;people: personality;Details
narrator;;;C2;noun;arts and media;Details
counsellor;;;C2;noun;work;Details
contraception;;;C2;noun;body and health;Details
extremist;;;C2;noun;politics;Details
contraceptive;;;C2;noun;body and health;Details
nest;;BIRDS;C2;noun;animals;Details
flashback;;STORY;C2;noun;arts and media;Details
masterpiece;;;C2;noun;arts and media;Details
melody;;;C2;noun;arts and media;Details
antibiotic;;;C2;noun;body and health;Details
blister;;;C2;noun;body and health;Details
corpse;;;C2;noun;body and health;Details
donor;;BLOOD/ORGANS;C2;noun;body and health;Details
fist;;;C2;noun;body and health;Details
kidney;;;C2;noun;body and health;Details
knuckle;;;C2;noun;body and health;Details
nerve;;PART OF THE BODY;C2;noun;body and health;Details
nostril;;;C2;noun;body and health;Details
diarrhoea;;;C2;noun;body and health;Details
diagnosis;;;C2;noun;body and health;Details
immune system;;;C2;noun;body and health;Details
diagnose;;;C2;verb;body and health;Details
conceive;;BABY;C2;verb;body and health;Details
cliche;;;C2;noun;communication;Details
groan;;;C2;noun;communication;Details
margin;;OUTER PART;C2;noun;communication;Details
motion;;SUGGESTION;C2;noun;communication;Details
dialect;;;C2;noun;communication;Details
dispute;;DISAGREEMENT;C2;noun;communication;Details
metaphor;;;C2;noun;communication;Details
moan;;COMPLAIN;C2;verb;communication;Details
allege;;;C2;verb;communication;Details
condemn;;;C2;verb;communication;Details
imply;;NOT DIRECT;C2;verb;communication;Details
exclaim;;;C2;verb;communication;Details
massacre;;;C2;noun;crime;Details
custody;;PRISON;C2;noun;crime;Details
convict;;;C2;verb;crime;Details
acre;;;C2;noun;describing things;Details
casserole;;CONTAINER;C2;noun;food and drink;Details
core;;FRUIT;C2;noun;food and drink;Details
dice;;;C2;verb;food and drink;Details
doorway;;;C2;noun;homes and buildings;Details
loft;;;C2;noun;homes and buildings;Details
flesh;;BODY;C2;noun;homes and buildings;Details
legacy;;MONEY/PROPERTY;C2;noun;money;Details
disposable income;;;C2;noun;money;Details
astronomy;;;C2;noun;natural world;Details
coral;;;C2;noun;natural world;Details
hail;;;C2;noun;natural world;Details
coastline;;;C2;noun;natural world;Details
erupt;;;C2;verb;natural world;Details
gaze;;;C2;noun;people: actions;Details
cling;;HOLD TIGHT;C2;verb;people: actions;Details
giggle;;;C2;verb;people: actions;Details
glare;;;C2;verb;people: actions;Details
grin;;SMILE;C2;verb;people: actions;Details
haul;;;C2;verb;people: actions;Details
initiate;;;C2;verb;people: actions;Details
mount;;RIDE;C2;verb;people: actions;Details
carve;;;C2;verb;people: actions;Details
merge;;;C2;verb;people: actions;Details
adolescent;;;C2;noun;people: appearance;Details
fringe;;HAIR;C2;noun;people: appearance;Details
fanatic;;;C2;noun;people: personality;Details
charisma;;;C2;noun;people: personality;Details
dignity;;;C2;noun;people: personality;Details
diplomacy;;PEOPLE;C2;noun;people: personality;Details
empathy;;;C2;noun;people: personality;Details
hypocrisy;;;C2;noun;people: personality;Details
mercy;;KINDNESS;C2;noun;people: personality;Details
chancellor;;MONEY;C2;noun;politics;Details
coup;;;C2;noun;politics;Details
delegation;;;C2;noun;politics;Details
centre;;POLITICAL;C2;noun;politics;Details
divert;;CHANGE ROUTE;C2;verb;travel;Details
indifference;;;C2;noun;;Details
inhibition;;;C2;noun;;Details
intrusion;;;C2;noun;;Details
intervention;;;C2;noun;;Details
impossibility;;;C2;noun;;Details
inferiority;;;C2;noun;;Details
insecurity;;;C2;noun;;Details
inequality;;;C2;noun;;Details
disqualify;;;C2;verb;;Details
influx;;;C2;noun;;Details
intrude;;;C2;verb;;Details
inherit;;QUALITY;C2;verb;;Details
misplace;;;C2;verb;;Details
alliance;;;C2;noun;;Details
dominance;;;C2;noun;;Details
endurance;;;C2;noun;;Details
inheritance;;;C2;noun;;Details
negligence;;;C2;noun;;Details
commander;;;C2;noun;;Details
